"fac","subj","crsnum","longtitle"
"AP","GK",4030,"Greek Epic Poetry"
"AP","GK",4080,"Later Greek Prose"
"AP","GK",4130,"Guided Readings in Greek Authors"
"AP","GK",4130,"Guided Readings in Greek Authors"
"AP","GK",4140,"Honours Essay"
"AP","GKM",1000,"Elementary Modern Greek"
"AP","GKM",2000,"Intermediate Modern Greek"
"AP","GKM",4600,"Topics in Modern Greek Culture: Literature, Cinema and Theatre"
"AP","HEB",1000,"Elementary Modern Hebrew, Level I"
"AP","HEB",1020,"Elementary Biblical Hebrew I & II"
"AP","HEB",2000,"Intermediate Modern Hebrew"
"AP","HEB",3000,"Advanced Modern Hebrew"
"AP","HEB",3220,"Hebrew Liturgical Texts: Origins, Contexts and Analysis"
"AP","HEB",3600,"Themes in Modern Israeli Literature and Society"
"AP","HIST",1010,"War, Revolution and Society in the 20th Century"
"AP","HIST",1015,"Michaelangelo's Rome, Pepys's London"
"AP","HIST",1035,"The Impact of Europeans on the North American Environment"
"AP","HIST",1050,"Life, Love and Labour: An introduction to Social and Cultural History"
"AP","HIST",1060,"Revolutions in Thought: The Modern West"
"AP","HIST",1080,"Growing Up in North America"
"AP","HIST",1083,"Mass Media and Popular Culture in the Americas, 1820-1980"
"AP","HIST",2100,"Ancient Greece and Rome"
"AP","HIST",2110,"The Ancient Near East"
"AP","HIST",2220,"Medieval and Early Modern Europe"
"AP","HIST",2300,"Modern Europe: From the French Revolution to the European Union"
"AP","HIST",2400,"British History"
"AP","HIST",2500,"Canadian History"
"AP","HIST",2600,"United States History"
"AP","HIST",2710,"History of East Asia"
"AP","HIST",2720,"Latin American History from the Conquest to the Cold War"
"AP","HIST",2750,"African History, from 1800 to the Present"
"AP","HIST",2790,"Islamic Civilization, 622 - 1400"
"AP","HIST",3125,"Sport and Society in Ancient Greece"
"AP","HIST",3131,"Rome and Empire: War to Pax Romana"
"AP","HIST",3135,"Spectacle and Society in Ancient Rome"
"AP","HIST",3160,"Women and Gender in Ancient Greece and Rome"
"AP","HIST",3180,"The Rise and Fall of the Sassanian Empire, 224-642"
"AP","HIST",3200,"Medieval Law and Institutions"
"AP","HIST",3212,"Society In Preindustrial Europe"
"AP","HIST",3234,"Women and Gender in Early  Modern Europe"
"AP","HIST",3311,"History of the Soviet Union"
"AP","HIST",3315,"Modern Ukrainian History"
"AP","HIST",3320,"Modern Germany: 1871 to the Present"
"AP","HIST",3355,"Modern Greece: From Independence to the Present"
"AP","HIST",3365,"European Fascism: 1890-1945"
"AP","HIST",3385,"Empires and Colonial Rule in the Modern Mediterranean"
"AP","HIST",3395,"From the Defeat of Fascism to the Fall of Communism: Europe Since 1945"
"AP","HIST",3415,"Law, Property and Freedom in Britain and its Empire"
"AP","HIST",3460,"The Shaping of Modern Ireland: 1600 to the Present"
"AP","HIST",3470,"Twentieth-Century London, 1918 to 2000"
"AP","HIST",3490,"20th-Century Britain in Film and Culture"
"AP","HIST",3533,"The History of Women in Canada"
"AP","HIST",3535,"African-Canadian History"
"AP","HIST",3546,"History of Aboriginal Peoples in Canada"
"AP","HIST",3555,"Canadian Jewish History"
"AP","HIST",3580,"20th-Century Canada"
"AP","HIST",3581,"Immigrant Experience in Canada"
"AP","HIST",3591,"Politics, Law and the Constitution in Modern Canada"
"AP","HIST",3622,"The U.S. Civil War: Causes, Clashes and Consequences"
"AP","HIST",3645,"Post-World War II U.S. Political Movements"
"AP","HIST",3692,"The United States in the World"
"AP","HIST",3731,"20th-Century Mexico"
"AP","HIST",3766,"Korea Since World War II"
"AP","HIST",3770,"Modern China"
"AP","HIST",3779,"History of Chinese Migrations and Overseas Chinese Communities"
"AP","HIST",3792,"The Middle East Since 1800"
"AP","HIST",3809,"History Of The Christian Church: Beginnings To The Reformation"
"AP","HIST",3838,"Social History of Modern Sport, 1850-2000"
"AP","HIST",3845,"The Law and Custom of War, 1600-1994"
"AP","HIST",3850,"Murder and Other Crimes: Law and Justice in 20th Century North America"
"AP","HIST",3990,"Supervised Reading and Research"
"AP","HIST",3990,"Supervised Reading and Research"
"AP","HIST",4000,"Honours Essay"
"AP","HIST",4010,"Colloquium in Ancient Greek and Roman History"
"AP","HIST",4030,"Europe Between the Wars, 1918-1939"
"AP","HIST",4051,"Family, Work and Community: Canadian Society in the 19th and 20th Centuries"
"AP","HIST",4052,"From Memory to History: Cultural Revolution in the 1960s in Canada"
"AP","HIST",4061,"Race and Politics in America Since the Second World War"
"AP","HIST",4069,"Colloquium in US History"
"AP","HIST",4100,"Selected Problems in Israelite History"
"AP","HIST",4122,"War and Society in Ancient Greece"
"AP","HIST",4140,"Problems In Hellenistic History"
"AP","HIST",4200,"Culture and Society in Medieval Europe"
"AP","HIST",4250,"Mediterranean Societies, 1500-1620"
"AP","HIST",4330,"Issues in the History of Modern Germany"
"AP","HIST",4375,"Topics in Modern Greek History"
"AP","HIST",4380,"Selected Problems in Modern Russia"
"AP","HIST",4420,"Great Britain in the 20th Century"
"AP","HIST",4450,"Themes in 18th-Century British Social History"
"AP","HIST",4500,"Canadian Environmental History"
"AP","HIST",4511,"Themes in Canadian Social and Cultural History"
"AP","HIST",4530,"The Development of Toronto"
"AP","HIST",4545,"Topical Approaches to Canadian History"
"AP","HIST",4555,"State, Nation and Economy: 20th Century Canada"
"AP","HIST",4560,"Canadian Political Parties"
"AP","HIST",4570,"Canada in War and Peace, 1911-1951"
"AP","HIST",4699,"Selected Topics in US History"
"AP","HIST",4725,"Topics in Modern Caribbean History"
"AP","HIST",4752,"Gender, Sex and Family in Latin American History"
"AP","HIST",4765,"Rethinking Gender in East Asian History"
"AP","HIST",4766,"Communist Revolutions in Post WWII East Asia: China, Korea, and Vietnam"
"AP","HIST",4791,"Baghdad in the Middle Ages, 762-1300"
"AP","HIST",4799,"Selected Topics in African History"
"AP","HIST",4800,"The Science of Society: Social Thought in North America, 1890-1940"
"AP","HIST",4990,"Supervised Reading and Research"
"AP","HIST",4990,"Supervised Reading and Research"
"AP","HIST",4991,"Advanced Seminar in History"
"AP","HIST",4991,"Advanced Seminar in History"
"AP","HND",1000,"Elementary Hindi-Urdu"
"AP","HND",2700,"South Asian Literature and Culture"
"AP","HND",3710,"Contemporary Literatures of the South Asian Diaspora"
"AP","HREQ",1040,"Power and Society: Critical Issues in Social Science"
"AP","HREQ",1700,"Women in Canada"
"AP","HREQ",1720,"Social, Political and Economic Themes in Western Civilization"
"AP","HREQ",1760,"Introduction to the Political Economy of Canada"
"AP","HREQ",1800,"Childhood and Society"
"AP","HREQ",1880,"Social Change in Canada"
"AP","HREQ",1900,"Sexuality, Gender and Society"
"AP","HREQ",1910,"The Global South, Human Rights, and Development"
"AP","HREQ",1920,"Male-Female Relationships"
"AP","HREQ",1930,"Health and Equity"
"AP","HREQ",1940,"Ontario: Problems and Prospects"
"AP","HREQ",1950,"Prospects and Perils in the 21st Century"
"AP","HREQ",1960,"Indigenous Resistance in Global Contexts"
"AP","HREQ",2010,"Introduction To Human Rights And Equity Studies"
"AP","HREQ",2020,"Deviance, Human Rights and Social Control"
"AP","HREQ",3010,"Human Rights and Global Economy"
"AP","HREQ",3100,"Research Methods in Equity Studies"
"AP","HREQ",3125,"Political Economy of Canada"
"AP","HREQ",3485,"Migrant Workers and Human Rights"
"AP","HREQ",3761,"Canada's Social Policy"
"AP","HREQ",3830,"Women's Health and Medical Practice"
"AP","HREQ",3890,"Social Justice Studies: Theory, Analysis, Practice"
"AP","HREQ",3964,"Equity in Schooling and Human Rights"
"AP","HREQ",4181,"Research Seminar in the Political Economy of Canada"
"AP","HREQ",4400,"Women and Social Citizenship"
"AP","HREQ",4450,"Social Theories and Human Rights"
"AP","HREQ",4720,"Directed Reading"
"AP","HREQ",4720,"Directed Reading/Special Study"
"AP","HREQ",4820,"Crime and Deviance"
"AP","HRM",2600,"Human Resources Management"
"AP","HRM",3400,"Occupational Health and Safety"
"AP","HRM",3410,"Training and Development"
"AP","HRM",3420,"Employment Law"
"AP","HRM",3422,"Industrial Relations"
"AP","HRM",3430,"Human Resources Planning"
"AP","HRM",3440,"Leadership and Management Skills"
"AP","HRM",3450,"Employment Equity and Diversity"
"AP","HRM",3470,"Recruitment, Selection and  Performance Appraisal of Personnel"
"AP","HRM",3490,"Compensation"
"AP","HRM",3495,"Human Resources Management Internship Work Term"
"AP","HRM",4410,"Strategic Human Resources Management"
"AP","HRM",4420,"Human Resources Research Methods"
"AP","HRM",4430,"Career Management"
"AP","HRM",4440,"Issues in Human Resource Management"
"AP","HRM",4460,"Organizational Development"
"AP","HRM",4470,"International Human Resources Management"
"AP","HRM",4480,"Cross Cultural Management"
"AP","HRM",4481,"Organizational Communication"
"AP","HRM",4485,"Executive Coaching"
"AP","HRM",4490,"Negotiations for Human Resource Management"
"AP","HRM",4495,"Managing Effective Groups and Teams"
"AP","HUMA",1100,"Worlds of Ancient Greece and Rome"
"AP","HUMA",1105,"Myth and Imagination in Ancient Greece and Rome"
"AP","HUMA",1110,"Greek and Biblical Traditions"
"AP","HUMA",1115,"Transformations of Ancient Literature"
"AP","HUMA",1125,"Civilization of Medieval and Renaissance Europe"
"AP","HUMA",1160,"The Enlightenment and Human Understanding"
"AP","HUMA",1170,"The Modern Age: Shapers and Definers"
"AP","HUMA",1200,"Contexts of Canadian Culture"
"AP","HUMA",1300,"The Cultures of Resistance in the Americas: The African American Experience"
"AP","HUMA",1400,"Culture and Society in East Asia"
"AP","HUMA",1625,"Fantasy and Topographies of Imagination"
"AP","HUMA",1710,"The Roots of Western Culture. The Ancient World (circa 1000 BC-400 AD)"
"AP","HUMA",1720,"The Roots of Western Culture. The Modern Period (circa 1500-1900)"
"AP","HUMA",1740,"The Roots of Modern Canada"
"AP","HUMA",1770,"One World: Historical and Cultural Perspectives of Globalization"
"AP","HUMA",1780,"Stories in Diverse Media"
"AP","HUMA",1825,"Law and Morality"
"AP","HUMA",1840,"Existence, Freedom and Meaning: The Idea of Human in European Thought"
"AP","HUMA",1850,"The Bible and Modern Contexts"
"AP","HUMA",1855,"Buddhism and Asian Cultures"
"AP","HUMA",1860,"The Nature of Religion: An Introduction"
"AP","HUMA",1870,"The Hebrew Bible/Old Testament and the Arts"
"AP","HUMA",1905,"Dangerous Visions, Brave New Worlds: The Science Fiction Culture and Our Scientific Age"
"AP","HUMA",1910,"Science and the Humanities: Nature and Human Nature"
"AP","HUMA",1950,"Concepts of Male and Female in the West"
"AP","HUMA",1950,"Concepts of Male and Female in the West"
"AP","HUMA",1970,"Worlds of Childhood"
"AP","HUMA",2105,"Roman Literature and Culture"
"AP","HUMA",2110,"Egypt in the Greek and Roman Mediterranean"
"AP","HUMA",2195,"Defining Europe: Introduction to European Studies"
"AP","HUMA",2310,"An Introduction to Caribbean Studies"
"AP","HUMA",2325,"Introduction to US Studies"
"AP","HUMA",2420,"Introduction to Korean Culture"
"AP","HUMA",2435,"Japanese Culture, Literature and Film"
"AP","HUMA",2440,"India: Life, Culture and the Arts"
"AP","HUMA",2600,"Humanities for a Global Age"
"AP","HUMA",2610,"Existentialism in Literature and Film"
"AP","HUMA",2640,"Modes of Fantasy"
"AP","HUMA",2650,"""""Be Who You Are!"""": Issues of Identity in Contemporary Culture"
"AP","HUMA",2680,"Early Times: Literature and the Imagination of the Child"
"AP","HUMA",2690,"Introduction to Children's Studies"
"AP","HUMA",2800,"Introduction to World Religions"
"AP","HUMA",2805,"The Religions of Canadians"
"AP","HUMA",2815,"Islamic Traditions"
"AP","HUMA",2830,"The Founders of Christianity"
"AP","HUMA",2835,"Christianity in Context"
"AP","HUMA",2850,"The Jewish Experience: Symbiosis and Rejection"
"AP","HUMA",2920,"Spreading the Word: Knowledge, Technology and Culture"
"AP","HUMA",2970,"Introduction to Traditional and Popular Culture"
"AP","HUMA",3000,"Directed Reading"
"AP","HUMA",3000,"Directed Reading"
"AP","HUMA",3016,"Animals in Human Cultures: Interdisciplinary Perspectives"
"AP","HUMA",3100,"Greek Drama and Culture"
"AP","HUMA",3103,"Childhood and Children in the Ancient Mediterranean"
"AP","HUMA",3105,"Greek and Roman Religion"
"AP","HUMA",3115,"Myth in Ancient Greece: Texts and Theories"
"AP","HUMA",3210,"The Scene of the Crime - Criminality and Modern Culture"
"AP","HUMA",3305,"The Calypso and Caribbean Oral Literature"
"AP","HUMA",3320,"Caribbean Thought: A Post-colonial Perspective"
"AP","HUMA",3421,"Interpreting the New Testament, Part 1"
"AP","HUMA",3422,"Interpreting the New Testament, Part 2"
"AP","HUMA",3439,"How the Irish Saved Western Civilization"
"AP","HUMA",3460,"Renaissance and Reformation: Brand New or New Again"
"AP","HUMA",3481,"Studies in World Religions"
"AP","HUMA",3500,"Chinese Culture in Hong Kong, Taiwan and Singapore: Their Literary Texts and Film"
"AP","HUMA",3537,"Canadian Native Autobiography"
"AP","HUMA",3539,"Dionne Brand"
"AP","HUMA",3605,"Imagining the European City in Literature and Film"
"AP","HUMA",3664,"The Oral Tradition in Caribbean Culture"
"AP","HUMA",3665,"African Oral Tradition"
"AP","HUMA",3670,"Fantasy in the Modern World"
"AP","HUMA",3685,"Canadian Children's Literature and Culture"
"AP","HUMA",3691,"Picture Books in Children's Culture"
"AP","HUMA",3692,"Representations of Children's Alterity"
"AP","HUMA",3695,"Listening to Children: Ethics and Methodology of Child-Centred Studies"
"AP","HUMA",3697,"Writing By Children and Youth"
"AP","HUMA",3801,"Thinking Religion in South Asia: Teachings and Orientalism"
"AP","HUMA",3802,"Sikh History and Thought: Development and Interpretation"
"AP","HUMA",3810,"Ancient Israelite Literature: The Hebrew Bible/Old Testament in Context"
"AP","HUMA",3814,"Gendering Islam: Discourses on the Muslim Male and Female"
"AP","HUMA",3815,"Aspects of Islamic Thought"
"AP","HUMA",3816,"Religion, Culture and Identity in the Balkans"
"AP","HUMA",3829,"Antisemitism from the Enlightenment to the Holocaust and Beyond"
"AP","HUMA",3831,"Torah and Tradition: Jewish Religious Expressions from Antiquity to the Present"
"AP","HUMA",3850,"The Final Solution: Perspectives on the Holocaust"
"AP","HUMA",3875,"Metaphor, Mysticism & Spirituality"
"AP","HUMA",3890,"On Love"
"AP","HUMA",3970,"Science and Gender in Modern Western Culture"
"AP","HUMA",3980,"Aspects of Ukrainian Culture I"
"AP","HUMA",3981,"Aspects of Ukrainian Culture II"
"AP","HUMA",4000,"Directed Reading"
"AP","HUMA",4000,"Directed Reading"
"AP","HUMA",4102,"Caligula, Claudius and Nero: Roman Emperors Between Myth and History"
"AP","HUMA",4140,"Childhood in Canadian Culture"
"AP","HUMA",4142,"Contemporary Children's Culture"
"AP","HUMA",4145,"Fantasy and Children's Culture"
"AP","HUMA",4150,"Life Writing"
"AP","HUMA",4160,"Storytelling, Multicentered Worlds, and Resistance"
"AP","HUMA",4180,"Europe à la mode: Fashion and the Critical Methodologies of European Studies"
"AP","HUMA",4190,"Faith, Reason, and Modern Self-consciousness in European Thought"
"AP","HUMA",4228,"Nature in Narrative"
"AP","HUMA",4410,"Narratives of the Family in Modern Korea"
"AP","HUMA",4416,"Citing the Classics: The """"Premodern"""" in Modern Japanese Literature and Film"
"AP","HUMA",4421,"Feminine in Chinese Culture"
"AP","HUMA",4425,"Worlds Within, Worlds Without: The """"Self"""" in Qing Prose and Poetry"
"AP","HUMA",4501,"Seminar in Science & Technology Studies"
"AP","HUMA",4607,"Literature of Transgression: From Marquis de Sade to Jonathan Littel"
"AP","HUMA",4620,"Works and Days: Writers on Their Art and Their Lives"
"AP","HUMA",4656,"Women in Islam:  Status in the Quran, the Prophetic Traditions and the Islamic Law"
"AP","HUMA",4730,"Topics in Arts and Ideas"
"AP","HUMA",4803,"Church, Mosque and Synagogue: Jews, Muslims and Christians in Medieval Spain"
"AP","HUMA",4804,"Historical and Mythological Views of Jewish History"
"AP","HUMA",4807,"Maimonides"
"AP","HUMA",4812,"Christianity and Film"
"AP","HUMA",4815,"Studies in Islamic Mysticism"
"AP","HUMA",4816,"Women in Islamic Literatures"
"AP","HUMA",4820,"Transformation of Jewish Thought and Culture"
"AP","HUMA",4821,"Culture, Society and Values in Israel"
"AP","HUMA",4824,"Imagining Anne Frank: The Girl, the Diary, the Afterlives"
"AP","INDV",4000,"Individualized Studies Thesis"
"AP","INEX",9100,"International Exchange Credits"
"AP","INEX",9100,"International Exchange Credits"
"AP","INEX",9100,"International Exchange Credits"
"AP","INEX",9100,"International Exchange Credits"
"AP","INEX",9100,"International Exchange Credits"
"AP","INEX",9100,"International Exchange Credits"
"AP","INEX",9100,"International Exchange Credits"
"AP","INEX",9101,"International Exchange Credits"
"AP","INEX",9101,"International Exchange Credits"
"AP","INEX",9101,"International Exchange Credits"
"AP","INEX",9200,"International Exchange Credits"
"AP","INEX",9200,"International Exchange Credits"
"AP","INEX",9200,"International Exchange Credits"
"AP","INEX",9200,"International Exchange Credits"
"AP","INEX",9200,"International Exchange Credits"
"AP","INEX",9200,"International Exchange Credits"
